,t,alighners_count,fit
100,5.96,19.925,17.453258835569397
101,6.0,19.89,17.406646794488665
102,6.04,19.865,17.359858989097262
103,6.08,19.845,17.312897738940393
104,6.12,19.82,17.265765366850054
105,6.16,19.8,17.218464198755843
106,6.2,19.78,17.17099656349605
107,6.24,19.745,17.123364792629015
108,6.28,19.72,17.075571220244775
109,6.32,19.7,17.02761818277706
110,6.36,19.655,16.979508018815594
111,6.4,19.63,16.931243068918782
112,6.44,19.59,16.882825675426773
113,6.48,19.54,16.834258182274908
114,6.52,19.5,16.785542934807633
115,6.56,19.455,16.736682279592788
116,6.6,19.415,16.68767856423644
117,6.64,19.385,16.63853413719812
118,6.68,19.34,16.58925134760664
119,6.72,19.305,16.539832545076347
120,6.76,19.26,16.490280079524
121,6.8,19.21,16.440596300986154
122,6.84,19.165,16.390783559437168
123,6.88,19.115,16.340844204607762
124,6.92,19.065,16.290780585804235
125,6.96,19.0,16.24059505172832
126,7.0,18.955,16.190289950297657
127,7.04,18.91,16.139867628466998
128,7.08,18.85,16.08933043205006
129,7.12,18.8,16.0386807055421
130,7.16,18.74,15.987920791943253
131,7.2,18.695,15.937053032582579
132,7.24,18.645,15.886079766942881
133,7.28,18.58,15.835003332486345
134,7.32,18.49,15.783826064480927
135,7.36,18.435,15.7325502958276
136,7.4,18.39,15.681178356888427
137,7.44,18.325,15.629712575315459
138,7.48,18.27,15.578155275880562
139,7.52,18.185,15.52650878030608
140,7.56,18.11,15.474775407096399
141,7.6,18.06,15.42295747137047
142,7.64,17.99,15.371057284695247
143,7.68,17.91,15.319077154920063
144,7.72,17.83,15.267019386011977
145,7.76,17.79,15.214886277892134
146,7.8,17.72,15.162680126273084
147,7.84,17.655,15.110403222497123
148,7.88,17.575,15.05805785337569
149,7.92,17.5,15.005646301029763
150,7.96,17.425,14.953170842731357
151,8.0,17.355,14.900633750746042
152,8.04,17.28,14.848037292176599
153,8.08,17.19,14.795383728807739
154,8.12,17.13,14.742675316951964
155,8.16,17.045,14.689914307296515
156,8.2,16.965,14.637102944751511
157,8.24,16.9,14.584243468299196
158,8.28,16.83,14.531338110844377
159,8.32,16.745,14.47838909906605
160,8.36,16.68,14.425398653270182
161,8.4,16.59,14.372368987243725
162,8.44,16.53,14.319302308109851
163,8.48,16.48,14.266200816184384
164,8.52,16.41,14.213066704833516
165,8.56,16.34,14.159902160332724
166,8.6,16.275,14.106709361726985
167,8.64,16.19,14.053490480692265
168,8.68,16.1,14.000247681398257
169,8.72,16.025,13.946983120372458
170,8.76,15.96,13.893698946365518
171,8.8,15.885,13.840397300217926
172,8.84,15.805,13.787080314728005
173,8.88,15.745,13.733750114521246
174,8.92,15.67,13.680408815921009
175,8.96,15.61,13.62705852682052
176,9.0,15.545,13.573701346556309
177,9.04,15.47,13.520339365782956
178,9.08,15.4,13.46697466634923
179,9.12,15.33,13.413609321175667
180,9.16,15.26,13.36024539413344
181,9.2,15.195,13.306884939924768
182,9.24,15.12,13.253530003964602
183,9.28,15.07,13.200182622263846
184,9.32,15.02,13.146844821313913
185,9.36,14.955,13.09351861797278
186,9.4,14.865,13.04020601935245
187,9.44,14.79,12.986909022707884
188,9.48,14.71,12.933629615327337
189,9.52,14.64,12.880369774424235
190,9.56,14.58,12.827131467030437
191,9.6,14.51,12.773916649891024
192,9.64,14.425,12.72072726936053
193,9.68,14.365,12.66756526130068
194,9.72,14.315,12.6144325509796
195,9.76,14.235,12.561331052972516
196,9.8,14.16,12.508262671063964
197,9.84,14.075,12.455229298151494
198,9.88,14.02,12.40223281615086
199,9.92,13.955,12.349275095902765
200,9.96,13.895,12.296357997081056
201,10.0,13.825,12.243483368102492
202,10.04,13.75,12.190653046037994
203,10.08,13.69,12.137868856525433
204,10.12,13.6,12.085132613683935
205,10.16,13.525,12.032446120029718
206,10.2,13.44,11.979811166393464
207,10.24,13.36,11.927229531839199
208,10.28,13.275,11.874702983584758
209,10.32,13.21,11.822233276923694
210,10.36,13.135,11.769822155148834
211,10.4,13.055,11.717471349477297
212,10.44,12.975,11.66518257897707
213,10.48,12.885,11.612957550495128
214,10.52,12.81,11.560797958587102
215,10.56,12.74,11.508705485448466
216,10.6,12.66,11.456681800847289
217,10.64,12.59,11.404728562058512
218,10.68,12.54,11.352847413799772
219,10.72,12.485,11.301039988168757
220,10.76,12.39,11.249307904582125
221,10.8,12.325,11.19765276971593
222,10.84,12.26,11.146076177447604
223,10.88,12.18,11.094579708799479
224,10.92,12.105,11.04316493188384
225,10.96,12.05,10.99183340184949
226,11.0,11.965,10.940586660829887
227,11.04,11.88,10.889426237892778
228,11.08,11.81,10.838353648991369
229,11.12,11.735,10.787370396917037
230,11.16,11.665,10.736477971253535
231,11.2,11.585,10.685677848332734
232,11.24,11.515,10.63497149119188
233,11.28,11.43,10.58436034953236
234,11.32,11.36,10.533845859679985
235,11.36,11.285,10.483429444546772
236,11.4,11.23,10.433112513594228
237,11.44,11.155,10.382896462798133
238,11.48,11.075,10.332782674614826
239,11.52,11.025,10.282772517948985
240,11.56,10.94,10.232867348122845
241,11.6,10.86,10.183068506846979
242,11.64,10.805,10.133377322192484
243,11.68,10.725,10.083795108564672
244,11.72,10.63,10.03432316667821
245,11.76,10.55,9.984962783533756
246,11.8,10.465,9.935715232395989
247,11.84,10.4,9.886581772773152
248,11.88,10.305,9.837563650397989
249,11.92,10.22,9.788662097210164
250,11.96,10.14,9.73987833134007
251,12.0,10.075,9.691213557094077
252,12.04,9.995,9.64266896494123
253,12.08,9.925,9.594245731501296
254,12.12,9.855,9.545945019534283
255,12.16,9.785,9.497767977931318
256,12.2,9.725,9.449715741706903
257,12.24,9.64,9.401789431992611
258,12.28,9.565,9.3539901560321
259,12.32,9.495,9.306319007177532
260,12.36,9.425,9.25877706488733
261,12.4,9.375,9.211365394725316
262,12.44,9.325,9.164085048361176
263,12.48,9.265,9.116937063572246
264,12.52,9.195,9.069922464246678
265,12.56,9.13,9.023042260387875
266,12.6,9.065,8.976297448120263
267,12.64,9.0,8.929689009696375
268,12.68,8.915,8.88321791350521
269,12.72,8.845,8.836885114081888
270,12.76,8.8,8.790691552118588
271,12.8,8.74,8.744638154476743
272,12.84,8.675,8.698725834200513
273,12.88,8.61,8.652955490531479
274,12.92,8.55,8.607328008924602
275,12.96,8.47,8.561844261065414
276,13.0,8.41,8.51650510488841
277,13.04,8.355,8.471311384596664
278,13.08,8.295,8.426263930682659
279,13.12,8.225,8.381363559950284
280,13.16,8.16,8.336611075538029
281,13.2,8.1,8.292007266943354
282,13.24,8.04,8.24755291004821
283,13.28,7.995,8.20324876714572
284,13.32,7.945,8.159095586967977
285,13.36,7.9,8.115094104715027
286,13.4,7.845,8.0712450420849
287,13.44,7.81,8.027549107304823
288,13.48,7.78,7.984006995163454
289,13.52,7.74,7.940619387044288
290,13.56,7.7,7.897386950960059
291,13.6,7.665,7.854310341588276
292,13.64,7.635,7.8113902003077555
293,13.68,7.615,7.7686271552362545
294,13.72,7.605,7.7260218212690726
295,13.76,7.6,7.683574800118745
296,13.8,7.58,7.641286680355672
297,13.84,7.545,7.599158037449825
298,13.88,7.53,7.55718943381336
299,13.92,7.52,7.51538141884427
300,13.96,7.505,7.47373452897097
301,14.0,7.485,7.432249287697842
302,14.04,7.48,7.39092620565171
303,14.08,7.455,7.349765780629268
304,14.12,7.45,7.3087684976454055
305,14.16,7.435,7.26793482898244
306,14.2,7.42,7.227265234240257
307,14.24,7.43,7.186760160387302
308,14.28,7.42,7.146420041812487
309,14.32,7.4,7.106245300377913
310,14.36,7.39,7.0662363454724595
311,14.4,7.38,7.026393574066204
312,14.44,7.355,6.9867173707656685
313,14.48,7.335,6.947208107869854
314,14.52,7.34,6.907866145427111
315,14.56,7.325,6.868691831292754
316,14.6,7.33,6.82968550118748
317,14.64,7.325,6.790847478756533
318,14.68,7.325,6.752178075629622
319,14.72,7.32,6.713677591481576
320,14.76,7.315,6.675346314093719
321,14.8,7.3,6.637184519415966
322,14.84,7.29,6.599192471629617
323,14.88,7.275,6.561370423210823
324,14.92,7.27,6.523718614994758
325,14.96,7.265,6.486237276240424
326,15.0,7.26,6.448926624696134
327,15.04,7.25,6.411786866665603
328,15.08,7.24,6.3748181970746955
329,15.12,7.23,6.338020799538775
330,15.16,7.23,6.301394846430653
331,15.2,7.23,6.264940498949128
332,15.24,7.22,6.228657907188109
333,15.28,7.21,6.192547210206299
334,15.32,7.2,6.156608536097434
335,15.36,7.19,6.12084200206106
336,15.4,7.18,6.085247714473843
337,15.44,7.16,6.049825768961397
338,15.48,7.145,6.014576250470608
339,15.52,7.14,5.97949923334246
340,15.56,7.13,5.944594781385334
341,15.6,7.115,5.90986294794879
342,15.64,7.105,5.875303775997778
343,15.68,7.095,5.840917298187325
344,15.72,7.08,5.806703536937627
345,15.76,7.05,5.772662504509588
346,15.8,7.045,5.738794203080739
347,15.84,7.05,5.705098624821579
348,15.88,7.045,5.671575751972278
349,15.92,7.025,5.6382255569197826
350,15.96,7.015,5.605048002275246
351,16.0,6.995,5.57204304095184
352,16.04,6.975,5.539210616242887
353,16.08,6.96,5.506550661900319
354,16.12,6.92,5.474063102213463
355,16.16,6.89,5.441747852088121
356,16.2,6.875,5.409604817125932
357,16.24,6.845,5.377633893704037
358,16.28,6.835,5.3458349690549865
359,16.32,6.81,5.314207921346938
360,16.36,6.795,5.282752619764064
361,16.4,6.775,5.251468924587216
362,16.44,6.755,5.220356687274811
363,16.48,6.73,5.189415750543931
364,16.52,6.695,5.158645948451609
365,16.56,6.675,5.128047106476327
366,16.6,6.64,5.097619041599678
367,16.64,6.62,5.0673615623882124
368,16.68,6.6,5.037274469075421
369,16.72,6.575,5.007357553643878
370,16.76,6.535,4.977610599907525
371,16.8,6.515,4.9480333835940815
372,16.84,6.49,4.918625672427545
373,16.88,6.47,4.889387226210829
374,16.92,6.45,4.860317796908478
375,16.96,6.425,4.831417128729482
376,17.0,6.405,4.8026849582101345
377,17.04,6.385,4.774121014296984
378,17.08,6.365,4.745725018429827
379,17.12,6.34,4.717496684624747
380,17.16,6.305,4.689435719557187
381,17.2,6.285,4.661541822645039
382,17.24,6.265,4.633814686131762
383,17.28,6.24,4.606253995169483
384,17.32,6.205,4.578859427902125
385,17.36,6.165,4.551630655548475
386,17.4,6.145,4.524567342485274
387,17.44,6.12,4.497669146330235
388,17.48,6.085,4.470935718025052
389,17.52,6.04,4.444366701918323
390,17.56,6.015,4.417961735848433
391,17.6,5.99,4.391720451226362
392,17.64,5.945,4.3656424731184185
393,17.68,5.9,4.33972742032886
394,17.72,5.845,4.313974905482452
395,17.76,5.81,4.28838453510689
396,17.8,5.78,4.262955909715137
397,17.84,5.735,4.237688623887601
398,17.88,5.7,4.212582266354211
399,17.92,5.67,4.187636420076341
400,17.96,5.62,4.162850662328591
401,18.0,5.585,4.1382245647803995
402,18.04,5.545,4.113757693577506
403,18.08,5.505,4.089449609423232
404,18.12,5.49,4.065299867659583
405,18.16,5.48,4.04130801834817
406,18.2,5.435,4.017473606350919
407,18.24,5.415,3.9937961714105925
408,18.28,5.39,3.9702752482310886
409,18.32,5.36,3.9469103665575362
410,18.36,5.33,3.9237010512561437
411,18.4,5.295,3.9006468223938273
412,18.44,5.275,3.877747195317602
413,18.48,5.25,3.855001680733719
414,18.52,5.21,3.832409784786546
415,18.56,5.195,3.809971009137196
416,18.6,5.175,3.7876848510418752
417,18.64,5.145,3.7655508034299734
418,18.68,5.125,3.7435683549818557
419,18.72,5.11,3.7217369902063733
420,18.76,5.1,3.700056189518087
421,18.8,5.075,3.6785254293141834
422,18.84,5.055,3.6571441820510837
423,18.88,5.035,3.635911916320739
424,18.92,5.005,3.614828096926612
425,18.96,4.985,3.593892184959342
426,19.0,4.965,3.573103637872051
427,19.04,4.935,3.5524619095553445
428,19.08,4.915,3.5319664504119594
429,19.12,4.905,3.5116167074310547
430,19.16,4.895,3.4914121242621747
431,19.2,4.87,3.471352141288818
432,19.24,4.855,3.451436195701683
433,19.28,4.84,3.4316637215715136
434,19.32,4.83,3.4120341499215927
435,19.36,4.825,3.3925469087998454
436,19.4,4.8,3.373201423350563
437,19.44,4.79,3.3539971158857367
438,19.48,4.8,3.3349334059560136
439,19.52,4.81,3.3160097104212305
440,19.56,4.815,3.297225443520566
441,19.6,4.81,3.2785800169422794
442,19.64,4.81,3.2600728398930485
443,19.68,4.815,3.2417033191668745
444,19.72,4.84,3.2234708592135872
445,19.76,4.865,3.205374862206922
446,19.8,4.855,3.18741472811217
447,19.84,4.865,3.1695898547533954
448,19.88,4.87,3.1518996378802275
449,19.92,4.88,3.134343471234205
450,19.96,4.895,3.1169207466146958
451,20.0,4.9,3.0996308539443542
452,20.04,4.915,3.082473181334144
453,20.08,4.925,3.065447115147903
454,20.12,4.935,3.048552040066464
455,20.16,4.935,3.03178733915131
456,20.2,4.945,3.0151523939077736
457,20.24,4.95,2.998646584347769
458,20.28,4.955,2.982269289052071
459,20.32,4.975,2.9660198852321127
460,20.36,4.985,2.949897748791323
461,20.4,5.0,2.9339022543859814
462,20.44,5.015,2.9180327754856057
463,20.48,5.05,2.9022886844328637
464,20.52,5.075,2.8866693525029916
465,20.56,5.085,2.8711741499627452
466,20.6,5.075,2.8558024461288576
467,20.64,5.085,2.8405536094260215
468,20.68,5.095,2.8254270074443673
469,20.72,5.095,2.810422006996464
470,20.76,5.105,2.7955379741738264
471,20.8,5.115,2.78077427440293
472,20.84,5.125,2.766130272500723
473,20.88,5.14,2.7516053327296506
474,20.92,5.155,2.7371988188521805
475,20.96,5.155,2.722910094184834
476,21.0,5.16,2.7087385216516964
477,21.04,5.185,2.694683463837457
478,21.08,5.205,2.6807442830399193
479,21.12,5.215,2.6669203413220277
480,21.16,5.225,2.6532110005633784
481,21.2,5.24,2.6396156225112275
482,21.24,5.25,2.626133568830995
483,21.28,5.275,2.6127642011562626
484,21.32,5.3,2.599506881138264
485,21.36,5.32,2.5863609704948636
486,21.4,5.35,2.573325831059035
487,21.44,5.37,2.5604008248268197
488,21.48,5.375,2.5475853140047953
489,21.52,5.385,2.5348786610570078
490,21.56,5.395,2.52228022875142
491,21.6,5.41,2.509789380205837
492,21.64,5.43,2.497405478933329
493,21.68,5.445,2.485127888887134
494,21.72,5.445,2.472955974505067
495,21.76,5.455,2.4608891007534024
496,21.8,5.47,2.4489266331702684
497,21.84,5.475,2.437067937908508
498,21.88,5.48,2.425312381778056
499,21.92,5.48,2.413659332287791
500,21.96,5.49,2.402108157686889
501,22.0,5.505,2.390658227005667
502,22.04,5.515,2.3793089100959204
503,22.08,5.52,2.368059577670758
504,22.12,5.51,2.3569096013439257
505,22.16,5.52,2.345858353668638
506,22.2,5.53,2.334905208175894
507,22.24,5.53,2.3240495394122966
508,22.28,5.535,2.3132907229773725
509,22.32,5.54,2.3026281355603917
510,22.36,5.53,2.292061154976685
511,22.4,5.535,2.281589160203464
512,22.44,5.535,2.2712115314151493
513,22.48,5.52,2.260927650018198
514,22.52,5.515,2.2507368986854415
515,22.56,5.5,2.2406386613899234
516,22.6,5.515,2.2306323234382566
517,22.64,5.51,2.220717271503484
518,22.68,5.515,2.210892893657452
519,22.72,5.515,2.2011585794026924
520,22.76,5.505,2.191513719703835
521,22.8,5.505,2.181957707018516
522,22.84,5.505,2.1724899353278198
523,22.88,5.495,2.1631098001662368
524,22.92,5.495,2.153816698651138
525,22.96,5.505,2.1446100295117816
526,23.0,5.51,2.135489193117839
527,23.04,5.51,2.1264535915074503
528,23.08,5.495,2.117502628414811
529,23.12,5.495,2.1086357092972863
530,23.16,5.495,2.099852241362065
531,23.2,5.49,2.0911516335923404
532,23.24,5.48,2.0825332967730383
533,23.28,5.47,2.073996643516079
534,23.32,5.455,2.0655410882851832
535,23.36,5.45,2.0571660474202234
536,23.4,5.44,2.048870939161118
537,23.44,5.425,2.0406551836712814
538,23.48,5.42,2.0325182030606213
539,23.52,5.41,2.024459421408086
540,23.56,5.395,2.016478264783775
541,23.6,5.385,2.008574161270607
542,23.64,5.38,2.0007465409855443
543,23.68,5.37,1.9929948361003853
544,23.72,5.375,1.9853184808621223
545,23.76,5.36,1.9777169116128657
546,23.8,5.355,1.9701895668093463
547,23.84,5.345,1.962735887041982
548,23.88,5.33,1.9553553150535288
549,23.92,5.32,1.9480472957573074
550,23.96,5.305,1.9408112762550165
551,24.0,5.295,1.9336467058541245
552,24.04,5.285,1.9265530360848506
553,24.08,5.29,1.9195297207167439
554,24.12,5.295,1.9125762157748423
555,24.16,5.285,1.9056919795554408
556,24.2,5.28,1.898876472641449
557,24.24,5.285,1.8921291579173558
558,24.28,5.28,1.8854495005837955
559,24.32,5.275,1.8788369681717256
560,24.36,5.27,1.8722910305562106
561,24.4,5.26,1.8658111599698217
562,24.44,5.245,1.8593968310156526
563,24.48,5.245,1.8530475206799566
564,24.52,5.25,1.8467627083444014
565,24.56,5.255,1.8405418757979544
566,24.6,5.25,1.8343845072483922
567,24.64,5.255,1.8282900893334495
568,24.68,5.25,1.822258111131588
569,24.72,5.23,1.8162880641724208
570,24.76,5.23,1.8103794424467632
571,24.8,5.22,1.8045317424163358
572,24.84,5.22,1.7987444630231109
573,24.88,5.215,1.7930171056983089
574,24.92,5.195,1.7873491743710503
575,24.96,5.19,1.781740175476665
576,25.0,5.18,1.7761896179646532
577,25.04,5.16,1.7706970133063196
578,25.08,5.15,1.7652618755020668
579,25.12,5.155,1.759883721088359
580,25.16,5.145,1.7545620691443606
581,25.2,5.14,1.749296441298246
582,25.24,5.135,1.7440863617331894
583,25.28,5.12,1.7389313571930396
584,25.32,5.125,1.7338309569876764
585,25.36,5.105,1.7287846929980537
586,25.4,5.09,1.7237920996809397
587,25.44,5.085,1.7188527140733452
588,25.48,5.08,1.7139660757966553
589,25.52,5.07,1.709131727060458
590,25.56,5.06,1.7043492126660793
591,25.6,5.05,1.6996180800098244
592,25.64,5.04,1.6949378790859317
593,25.68,5.015,1.690308162489238
594,25.72,4.995,1.6857284854175616
595,25.76,4.98,1.6811984056738072
596,25.8,4.965,1.676717483667793
597,25.84,4.95,1.6722852824178043
598,25.88,4.945,1.6679013675518775
599,25.92,4.94,1.6635653073088164
600,25.96,4.935,1.6592766725389485
601,26.0,4.92,1.6550350367046134
602,26.04,4.91,1.6508399758804015
603,26.08,4.89,1.6466910687531344
604,26.12,4.89,1.642587896621595
605,26.16,4.89,1.638530043396011
606,26.2,4.88,1.6345170955972925
607,26.24,4.87,1.6305486423560274
608,26.28,4.85,1.6266242754112414
609,26.32,4.845,1.6227435891089212
610,26.36,4.855,1.6189061804003029
611,26.4,4.855,1.6151116488399373
612,26.44,4.855,1.611359596583524
613,26.48,4.855,1.6076496283855264
614,26.52,4.855,1.6039813515965655
615,26.56,4.845,1.6003543761605965
616,26.6,4.825,1.596768314611874
617,26.64,4.82,1.593222782071706
618,26.68,4.81,1.589717396244999
619,26.72,4.81,1.5862517774166027
620,26.76,4.81,1.5828255484474474
621,26.8,4.81,1.579438334770492
622,26.84,4.805,1.5760897643864662
623,26.88,4.795,1.5727794678594305
624,26.92,4.8,1.5695070783121396
625,26.96,4.795,1.5662722314212258
626,27.0,4.79,1.5630745654121923
627,27.04,4.785,1.5599137210542315
628,27.08,4.785,1.5567893416548648
629,27.12,4.78,1.5537010730544074
630,27.16,4.775,1.5506485636202603
631,27.2,4.775,1.547631464241036
632,27.24,4.77,1.544649428320517
633,27.28,4.76,1.5417021117714511
634,27.32,4.745,1.53878917300919
635,27.36,4.755,1.535910272945163
636,27.4,4.745,1.5330650749802055
637,27.44,4.74,1.5302532449977297
638,27.48,4.72,1.527474451356749
639,27.52,4.705,1.524728364884754
640,27.56,4.7,1.5220146588704482
641,27.6,4.69,1.5193330090563413
642,27.64,4.675,1.516683093631205
643,27.68,4.67,1.5140645932223924
644,27.72,4.655,1.5114771908880278
645,27.76,4.63,1.5089205721090624
646,27.8,4.62,1.5063944247812076
647,27.84,4.61,1.5038984392067396
648,27.88,4.59,1.5014323080861844
649,27.92,4.575,1.4989957265098819
650,27.96,4.56,1.4965883919494352
651,28.0,4.555,1.4942100042490423
652,28.04,4.53,1.4918602656167197
653,28.08,4.515,1.489538880615415
654,28.12,4.49,1.4872455561540117
655,28.16,4.46,1.4849800014782322
656,28.2,4.445,1.4827419281614365
657,28.24,4.41,1.4805310500953233
658,28.28,4.405,1.4783470834805332
659,28.32,4.395,1.4761897468171588
660,28.36,4.35,1.474058760895159
661,28.4,4.315,1.471953848784688
662,28.44,4.29,1.4698747358263338
663,28.48,4.26,1.4678211496212723
664,28.52,4.24,1.4657928200213397
665,28.56,4.22,1.4637894791190211
666,28.6,4.22,1.4618108612373655
667,28.64,4.2,1.4598567029198197
668,28.68,4.185,1.457926742919992
669,28.72,4.18,1.4560207221913422
670,28.76,4.155,1.454138383876803
671,28.8,4.125,1.4522794732983337
672,28.84,4.08,1.4504437379464088
673,28.88,4.065,1.4486309274694429
674,28.92,4.045,1.4468407936631553
675,28.96,4.03,1.4450730904598756
676,29.0,4.01,1.443327573917792
677,29.04,4.0,1.4416040022101442
678,29.08,3.985,1.4399021356143649
679,29.12,3.96,1.4382217365011694
680,29.16,3.95,1.4365625693235966
681,29.2,3.915,1.4349244006060022
682,29.24,3.89,1.4333069989330085
683,29.28,3.885,1.4317101349384092
684,29.32,3.855,1.4301335812940348
685,29.36,3.835,1.4285771126985771
686,29.4,3.82,1.4270405058663767
687,29.44,3.795,1.4255235395161745
688,29.48,3.79,1.4240259943598306
689,29.52,3.78,1.4225476530910086
690,29.56,3.755,1.4210883003738324
691,29.6,3.735,1.4196477228315114
692,29.64,3.715,1.4182257090349413
693,29.68,3.7,1.4168220494912778
694,29.72,3.685,1.4154365366324881
695,29.76,3.695,1.4140689648038798
696,29.8,3.68,1.4127191302526092
697,29.84,3.66,1.4113868311161717
698,29.88,3.645,1.410071867410875
699,29.92,3.645,1.408774041020296
700,29.96,3.64,1.4074931556837251
701,30.0,3.62,1.4062290169845968
702,30.04,3.62,1.4049814323389103
703,30.08,3.61,1.40375021098364
704,30.12,3.59,1.4025351639651382
705,30.16,3.59,1.4013361041275334
706,30.2,3.58,1.400152846101119
707,30.24,3.585,1.3989852062907422
708,30.28,3.575,1.3978330028641905
709,30.32,3.55,1.396696055740575
710,30.36,3.545,1.3955741865787157
711,30.4,3.545,1.394467218765529
712,30.44,3.53,1.3933749774044168
713,30.48,3.52,1.3922972893036623
714,30.52,3.485,1.3912339829648284
715,30.56,3.465,1.3901848885711663
716,30.6,3.45,1.3891498379760299
717,30.64,3.43,1.3881286646913005
718,30.68,3.405,1.387121203875822
719,30.72,3.375,1.3861272923238481
720,30.76,3.355,1.3851467684535024
721,30.8,3.345,1.3841794722952516
722,30.84,3.35,1.383225245480395
723,30.88,3.34,1.3822839312295703
724,30.92,3.32,1.3813553743412756
725,30.96,3.3,1.3804394211804119
726,31.0,3.295,1.379535919666842
727,31.04,3.285,1.3786447192639733
728,31.08,3.27,1.3777656709673596
729,31.12,3.245,1.3768986272933275
730,31.16,3.23,1.3760434422676233
731,31.2,3.23,1.3751999714140883
732,31.24,3.235,1.3743680717433555
733,31.28,3.225,1.373547601741576
734,31.32,3.225,1.3727384213591698
735,31.36,3.21,1.3719403919996078
736,31.4,3.21,1.371153376508219
737,31.44,3.21,1.3703772391610307
738,31.48,3.195,1.3696118456536384
739,31.52,3.18,1.368857063090106
740,31.56,3.18,1.3681127599719005
741,31.6,3.18,1.3673788061868573
742,31.64,3.165,1.366655072998182
743,31.68,3.165,1.365941433033484
744,31.72,3.16,1.3652377602738484
745,31.76,3.145,1.3645439300429407
746,31.8,3.135,1.3638598189961524
747,31.84,3.135,1.3631853051097784
748,31.88,3.135,1.3625202676702397
749,31.92,3.115,1.3618645872633373
750,31.96,3.095,1.3612181457635522
751,32.0,3.08,1.360580826323381
752,32.04,3.065,1.359952513362714
753,32.08,3.055,1.359333092558255
754,32.12,3.05,1.3587224508329814
755,32.16,3.035,1.358120476345648
756,32.2,3.02,1.3575270584803343
757,32.24,3.0,1.3569420878360332
758,32.28,2.99,1.3563654562162861
759,32.32,2.98,1.3557970566188609
760,32.36,2.99,1.3552367832254761
761,32.4,2.985,1.3546845313915705
762,32.44,2.99,1.354140197636118
763,32.48,2.985,1.3536036796314896
764,32.52,2.995,1.3530748761933626
765,32.56,2.995,1.3525536872706767
766,32.6,2.99,1.3520400139356374
767,32.64,3.0,1.3515337583737694
768,32.68,3.015,1.3510348238740164
